INDICE;LATITUDE;LONGITUDE;CODIGO_ROTA;SEQUENCIA;LOGRADOURO;NUMERO
402793440.0;-22.81014;-43.328863;82_150;320.0;ATILIO PARIM;253
403220612.0;-22.813462;-43.320482;72_213;321.0;ARINOS;202
400158153.0;-22.809389;-43.318922;72_212;171.0;QUINCAS LARANJEIRAS;15
402796338.0;-22.804574;-43.327798;82_150;360.0;RODOLFO CHAMBELLAND;0
400157175.0;-22.81109;-43.318003;72_212;353.0;ANTONIO LOPES;67
400497911.0;-22.80796;-43.321816;72_210;88.0;FRANZ LISZT;440
402585904.0;-22.809937;-43.323231;72_211;68.0;CRISTIANO MACHADO;1111
400100882.0;-22.803324;-43.323726;604_3;11.0;TALES DE CARVALHO;35
402794541.0;-22.810101;-43.328933;84_150;150.0;ATILIO PARIM;245
400159782.0;-22.80366;-43.324151;72_207;89.0;J CASCATA;18
402768682.0;-22.812735;-43.329163;72_203;62.0;SAO CIRO;108
400090312.0;-22.80957;-43.319914;72_211;389.0;CHARLES GOUNOD;601
400095509.0;-22.804239;-43.321146;72_209;248.0;CHARLES GOUNOD;81
400158281.0;-22.814397;-43.317757;72_213;390.0;QUINCAS LARANJEIRAS;143
402769302.0;-22.814111;-43.321705;72_201;389.0;JORGE LACERDA;0
400158658.0;-22.810762;-43.322185;72_211;119.0;MOZART;691
400396704.0;-22.812445;-43.327084;72_203;195.0;ANTONIO DA SILVA;132
402811704.0;-22.808523;-43.330786;80_108;275.0;RODOLFO CHAMBELLAND;185
402761400.0;-22.815191;-43.321371;72_201;324.0;GAL MAGALHAES BARATA;206
400105972.0;-22.804337;-43.322565;72_209;117.0;FRANZ LISZT;58
400158265.0;-22.813902;-43.31787;72_213;400.0;QUINCAS LARANJEIRAS;127
401999367.0;-22.805601;-43.320323;72_210;303.0;MAL ANTONIO SOUZA;1523
400130935.0;-22.811304;-43.327029;72_205;301.0;ATILIO PARIM;486
400421486.0;-22.817808;-43.318839;72_201;183.0;PROF FRANCA AMARAL;166
400420322.0;-22.812586;-43.323272;72_202;270.0;FRANZ SCHUBERT;183
400157131.0;-22.809565;-43.318351;72_212;381.0;ANTONIO LOPES;23
400517813.0;-22.804873;-43.322937;72_209;96.0;ROBERT SCHUMANN;111
402886864.0;-22.813991;-43.324291;72_202;134.0;CARI LEVI;414
400388521.0;-22.806807;-43.326377;72_206;308.0;BARAO DE STUDART;131
400384803.0;-22.811785;-43.327108;72_203;316.0;GAL OSCILIO MAIA;389
402268276.0;-22.803361;-43.325438;72_207;203.0;FLAVIO DA SILVEIRA;125
400376662.0;-22.809032;-43.321963;72_210;10.0;ROBERT SCHUMANN;361
400159371.0;-22.804314;-43.325958;72_207;38.0;MAL JOSE PESSOA;74
400093541.0;-22.80343;-43.324849;72_207;153.0;FLAVIO DA SILVEIRA;172
402769545.0;-22.812731;-43.328921;72_203;68.0;SAO CIRO;157
400105923.0;-22.811738;-43.327425;72_203;254.0;GAL OSCILIO MAIA;80
400465905.0;-22.810456;-43.321143;72_211;173.0;FRANZ LISZT;692
400157154.0;-22.810227;-43.31824;72_212;284.0;ANTONIO LOPES;46
400469469.0;-22.80831;-43.319594;72_210;425.0;MAL ANTONIO SOUZA;1120
403089116.0;-22.812419;-43.330568;72_203;99.0;PROF COSTA RIBEIRO;24
401693875.0;-22.814229;-43.321724;72_201;374.0;JORGE LACERDA;61
400159419.0;-22.814666;-43.322116;72_201;115.0;PLINIO BARRETO;71
400291893.0;-22.812744;-43.321091;72_213;8.0;CRISTIANO MACHADO;582
400389875.0;-22.807787;-43.328667;72_206;44.0;ALVARO DE MAGALHAES;90
400106619.0;-22.805111;-43.324116;72_209;11.0;SEBASTIAN BACH;111
400107763.0;-22.808242;-43.329972;72_204;155.0;MONS CASTELO BRANCO;55
400384628.0;-22.810704;-43.3227;72_211;81.0;CRISTIANO MACHADO;1011
400157214.0;-22.812953;-43.31761;72_212;446.0;ANTONIO LOPES;106
400480506.0;-22.811905;-43.325714;72_205;269.0;ATILIO PARIM;635
400217916.0;-22.810363;-43.326529;72_205;348.0;MONS CASTELO BRANCO;436
401381893.0;-22.803924;-43.323585;72_209;56.0;MAL JOSE PESSOA;232
400394696.0;-22.811625;-43.326444;72_205;309.0;ATILIO PARIM;556
400098042.0;-22.815401;-43.319247;72_214;187.0;JORN ANTONIO FREITAS;8
400091083.0;-22.810181;-43.319262;72_211;310.0;MAL ANTONIO SOUZA;705
400116303.0;-22.811008;-43.326386;72_205;249.0;PADRE BOSS;436
400291897.0;-22.812292;-43.321612;72_213;173.0;CRISTIANO MACHADO;821
400158178.0;-22.810142;-43.318786;72_212;146.0;QUINCAS LARANJEIRAS;40
400387395.0;-22.811055;-43.326302;72_205;250.0;PADRE BOSS;446
400247115.0;-22.808144;-43.325642;72_205;33.0;PINTOR MARQUES JUNIOR;431
400152254.0;-22.808615;-43.326961;72_206;98.0;ALVARO DE MAGALHAES;285
400153383.0;-22.810284;-43.329218;72_204;358.0;PROF COSTA RIBEIRO;35
400085500.0;-22.807977;-43.320401;72_210;145.0;CHARLES GOUNOD;452
400272222.0;-22.811758;-43.324807;72_202;294.0;FRANZ SCHUBERT;9
401724969.0;-22.813929;-43.316223;72_214;400.0;FERNANDES DA CUNHA;1482
400342132.0;-22.815636;-43.322509;72_201;26.0;GAL CORREA E CASTRO;328
400139092.0;-22.810332;-43.320958;72_211;197.0;FRANZ LISZT;683
400508663.0;-22.808069;-43.328152;72_206;55.0;PROF COSTA RIBEIRO;499
400137063.0;-22.816979;-43.31711;72_214;91.0;MAL ANTONIO SOUZA;172
400101547.0;-22.808577;-43.329625;72_204;330.0;MONS CASTELO BRANCO;96
400092232.0;-22.810979;-43.318077;72_212;306.0;ANTONIO LOPES;62
400157551.0;-22.812596;-43.31791;72_212;17.0;LOURIVAL INACIO;93
400157483.0;-22.809648;-43.318595;72_212;228.0;LOURIVAL INACIO;25
400095633.0;-22.810304;-43.320361;72_211;272.0;ANTONIO DE ALBUQUERQUE;92
400111576.0;-22.810068;-43.32102;72_211;207.0;FRANZ LISZT;653
400288710.0;-22.810731;-43.32586;72_205;360.0;MONS CASTELO BRANCO;506
401245437.0;-22.803698;-43.327497;72_207;284.0;OTAVIO MANGABEIRA;627
400090233.0;-22.815688;-43.31775;72_214;217.0;MAL ANTONIO SOUZA;282
400153288.0;-22.81656;-43.319893;72_201;153.0;CARI LEVI;9
401199197.0;-22.809132;-43.326444;72_206;83.0;PADRE PERONEILLE;281
400117625.0;-22.804702;-43.326238;72_207;324.0;MIN ARTUR COSTA;1135
400157211.0;-22.811665;-43.317851;72_212;448.0;ANTONIO LOPES;103
400157507.0;-22.81064;-43.318365;72_212;82.0;LOURIVAL INACIO;49
400157481.0;-22.809587;-43.318609;72_212;229.0;LOURIVAL INACIO;23
401309157.0;-22.802477;-43.324359;604_3;9.0;TALES DE CARVALHO;68
400112544.0;-22.81211;-43.323201;72_202;318.0;FREDERIC CHOPIN;172
400158243.0;-22.812959;-43.318096;72_213;412.0;QUINCAS LARANJEIRAS;105
400255723.0;-22.811856;-43.322042;72_211;1.0;JORN GERALDO ROCHA;375
400086728.0;-22.810144;-43.330074;72_203;8.0;GAL OSCILIO MAIA;119
400157545.0;-22.812412;-43.317954;72_212;22.0;LOURIVAL INACIO;87
400157213.0;-22.811665;-43.317851;72_212;447.0;ANTONIO LOPES;105
400089594.0;-22.807193;-43.324111;72_208;34.0;MIN ARTUR COSTA;722
401510488.0;-22.807466;-43.326118;72_205;139.0;PINTOR MARQUES JUNIOR;341
400083745.0;-22.807715;-43.323081;72_208;91.0;DEBUSSY;42
400158139.0;-22.808927;-43.319026;72_212;180.0;QUINCAS LARANJEIRAS;1
400091705.0;-22.805228;-43.322362;72_209;133.0;FRANZ LISZT;158
400152302.0;-22.816492;-43.319994;72_201;258.0;CARI LEVI;19
400157506.0;-22.810352;-43.318484;61_0;0.0;LOURIVAL INACIO;48
400089824.0;-22.815237;-43.322256;72_201;63.0;CARI LEVI;259
400543317.0;-22.809491;-43.32871;72_204;369.0;PROF COSTA RIBEIRO;320
400157193.0;-22.811665;-43.317851;72_212;467.0;ANTONIO LOPES;85
400137802.0;-22.809715;-43.323385;72_211;62.0;CRISTIANO MACHADO;1141
400158770.0;-22.807123;-43.320789;72_210;379.0;DEBUSSY;262
400091230.0;-22.805377;-43.324054;72_209;6.0;SEBASTIAN BACH;141
400394937.0;-22.814116;-43.322888;72_201;356.0;PLINIO BARRETO;172
400416728.0;-22.809338;-43.330579;72_204;269.0;ATILIO PARIM;40
400049388.0;-22.809771;-43.321792;72_211;25.0;ROBERT SCHUMANN;585
400517812.0;-22.804209;-43.322387;72_209;157.0;FRANZ LISZT;51
400479244.0;-22.805607;-43.322319;72_210;227.0;FRANZ LISZT;188
400383534.0;-22.805279;-43.323574;72_209;381.0;MOZART;142
400091310.0;-22.815454;-43.320482;72_201;271.0;PROF FRANCA AMARAL;496
400089612.0;-22.80728;-43.325113;72_208;374.0;OTAVIO MANGABEIRA;175
400098193.0;-22.809193;-43.320524;72_211;285.0;GEORGES BIZET;298
400385972.0;-22.813844;-43.319214;72_213;357.0;GAL MAGALHAES BARATA;410
400456726.0;-22.810728;-43.321078;72_211;177.0;FRANZ LISZT;722
400202988.0;-22.809417;-43.326108;72_205;91.0;VIANA DO CASTELO;205
401167191.0;-22.808789;-43.330765;72_204;313.0;RODOLFO CHAMBELLAND;300
400095636.0;-22.810056;-43.320539;72_211;237.0;ANTONIO DE ALBUQUERQUE;121
400381604.0;-22.806418;-43.322573;72_210;213.0;ROBERT SCHUMANN;261
400153124.0;-22.809403;-43.321664;72_211;147.0;GEORGES BIZET;59
400124695.0;-22.807561;-43.323536;72_208;130.0;DEBUSSY;41
400101104.0;-22.807102;-43.323648;72_208;135.0;SEBASTIAN BACH;311
400158288.0;-22.814467;-43.317801;72_213;385.0;QUINCAS LARANJEIRAS;150
400020938.0;-22.807142;-43.324525;72_208;315.0;MIN ARTUR COSTA;761
400328895.0;-22.809209;-43.321023;72_210;192.0;GEORGES BIZET;258
400098343.0;-22.81144;-43.326545;72_205;285.0;ATILIO PARIM;535
400157553.0;-22.812658;-43.317895;72_212;15.0;LOURIVAL INACIO;95
400342115.0;-22.807217;-43.329729;72_206;25.0;ALVARO DE MAGALHAES;8
403212295.0;-22.814831;-43.317182;72_214;314.0;VERTENTES;154
400157195.0;-22.811665;-43.317851;72_212;465.0;ANTONIO LOPES;87
400496821.0;-22.815702;-43.319035;72_214;183.0;CRISTIANO MACHADO;352
400157588.0;-22.814164;-43.317549;72_214;270.0;LOURIVAL INACIO;135
400117843.0;-22.81701;-43.317734;72_214;45.0;ROSSINI;32
401102178.0;-22.808009;-43.329252;72_204;12.0;PROF PIRES SALGADO;97
400461830.0;-22.813088;-43.317093;72_214;375.0;CORREA DIAS;1413
400157136.0;-22.809696;-43.31832;72_212;378.0;ANTONIO LOPES;28
400150846.0;-22.805074;-43.321074;72_209;232.0;CHARLES GOUNOD;172
400157142.0;-22.809838;-43.31833;72_212;274.0;ANTONIO LOPES;34
401316785.0;-22.811225;-43.323474;72_202;337.0;RICHARD STRAUSS;141
400091749.0;-22.808131;-43.319633;72_210;428.0;MAL ANTONIO SOUZA;1172
401886352.0;-22.807984;-43.31965;72_210;429.0;MAL ANTONIO SOUZA;1252
400115679.0;-22.805287;-43.324075;72_209;8.0;SEBASTIAN BACH;131
400004107.0;-22.812422;-43.325033;72_202;46.0;JORGE LACERDA;485
400158214.0;-22.81145;-43.318493;72_212;100.0;QUINCAS LARANJEIRAS;76
400106875.0;-22.81581;-43.319114;72_214;442.0;CRISTIANO MACHADO;371
400004112.0;-22.812422;-43.325033;72_202;47.0;JORGE LACERDA;485
400291889.0;-22.815583;-43.319274;72_214;439.0;CRISTIANO MACHADO;401
400140539.0;-22.804501;-43.32638;72_207;322.0;MIN ARTUR COSTA;1193
400084656.0;-22.812268;-43.321059;72_213;95.0;CONS MEIRELLES;238
400494389.0;-22.81053;-43.319179;72_211;316.0;MAL ANTONIO SOUZA;665
400423972.0;-22.803206;-43.326739;72_207;262.0;TALES DE CARVALHO;346
400394149.0;-22.808531;-43.329708;72_204;329.0;MONS CASTELO BRANCO;86
400342126.0;-22.816643;-43.320663;72_201;206.0;GAL CORREA E CASTRO;138
400084698.0;-22.819022;-43.318819;72_201;2.0;PRES DUTRA;132
400364833.0;-22.803985;-43.320613;72_209;308.0;MAL ANTONIO SOUZA;1652
400106982.0;-22.803499;-43.326115;72_207;214.0;FLAVIO DA SILVEIRA;43
400376573.0;-22.814038;-43.317577;72_214;273.0;LOURIVAL INACIO;131
400151986.0;-22.811714;-43.319737;72_213;74.0;CONS MEIRELLES;88
400150608.0;-22.805225;-43.320514;72_210;297.0;ATILIO VIVAQUA;380
400112450.0;-22.808397;-43.32737;72_206;107.0;ALVARO DE MAGALHAES;225
400478862.0;-22.810889;-43.32444;72_202;388.0;MIN ARTUR COSTA;384
400084081.0;-22.809862;-43.323283;72_211;64.0;CRISTIANO MACHADO;1121
400095581.0;-22.816338;-43.318742;72_214;451.0;CRISTIANO MACHADO;301
400495718.0;-22.812844;-43.317203;72_212;444.0;CORREA DIAS;1420
400123786.0;-22.818029;-43.318682;72_201;178.0;PROF FRANCA AMARAL;136
400101599.0;-22.809254;-43.322661;72_208;281.0;MOZART;542
400157557.0;-22.812781;-43.317865;72_212;10.0;LOURIVAL INACIO;99
400102621.0;-22.807421;-43.329333;72_206;32.0;ALVARO DE MAGALHAES;40
400150847.0;-22.809032;-43.321963;72_210;9.0;ROBERT SCHUMANN;361
400453743.0;-22.813796;-43.320521;72_213;325.0;CRISTIANO MACHADO;621
400156709.0;-22.809823;-43.325135;72_205;68.0;PEDRO DA VEIGA;161
400155769.0;-22.806791;-43.326823;72_206;272.0;PROF COSTA RIBEIRO;580
400392713.0;-22.806649;-43.323875;72_208;70.0;SEBASTIAN BACH;262
400157523.0;-22.81114;-43.31814;72_212;309.0;LOURIVAL INACIO;65
400157472.0;-22.809285;-43.318732;72_212;246.0;LOURIVAL INACIO;14
400100648.0;-22.812015;-43.32669;72_203;308.0;GAL OSCILIO MAIA;439
400381165.0;-22.803964;-43.327291;72_207;309.0;OTAVIO MANGABEIRA;548
400399592.0;-22.809772;-43.330744;72_203;23.0;GAL OSCILIO MAIA;39
400377698.0;-22.810247;-43.328941;72_204;439.0;ATILIO PARIM;252
401114252.0;-22.816539;-43.317466;72_214;107.0;MAL ANTONIO SOUZA;191
400157522.0;-22.804472;-43.326699;72_212;66.0;MARECHAL JOSE PESSOA;64
400086729.0;-22.810328;-43.329741;72_203;2.0;GAL OSCILIO MAIA;159
400143206.0;-22.805625;-43.327569;72_206;260.0;PINTOR MARQUES JUNIOR;82
400092272.0;-22.803642;-43.323864;72_207;120.0;MAL JOSE PESSOA;0
400103244.0;-22.809325;-43.320102;72_211;346.0;CHARLES GOUNOD;582
400102471.0;-22.812952;-43.326383;72_203;168.0;ANTONIO DA SILVA;41
400157149.0;-22.810093;-43.318232;72_212;371.0;ANTONIO LOPES;41
400095448.0;-22.804781;-43.324306;72_209;31.0;SEBASTIAN BACH;72
400483505.0;-22.804743;-43.323696;72_209;374.0;MOZART;82
400158144.0;-22.809088;-43.319042;72_212;192.0;QUINCAS LARANJEIRAS;6
401730962.0;-22.811363;-43.324309;72_202;384.0;FREDERIC CHOPIN;35
400089574.0;-22.814485;-43.319893;72_213;344.0;CRISTIANO MACHADO;452
400097967.0;-22.80508;-43.325971;72_207;334.0;MIN ARTUR COSTA;1123
400089697.0;-22.814288;-43.324931;72_202;198.0;GAL CORREA E CASTRO;588
400152226.0;-22.811026;-43.318948;72_212;41.0;MAL ANTONIO SOUZA;932
400490518.0;-22.815851;-43.321173;72_201;237.0;CARI LEVI;159
400355206.0;-22.814875;-43.322904;72_201;52.0;CARI LEVI;339
403156752.0;-22.80758;-43.3302;72_204;29.0;RODOLFO CHAMBELLAND;397
400217907.0;-22.810731;-43.32586;72_205;359.0;MONS CASTELO BRANCO;506
400497723.0;-22.810332;-43.320958;72_211;198.0;FRANZ LISZT;683
400100255.0;-22.804684;-43.321043;72_209;239.0;CHARLES GOUNOD;131
400090203.0;-22.804627;-43.323104;72_209;71.0;ROBERT SCHUMANN;86
400114857.0;-22.80664;-43.321814;72_210;49.0;FRANZ LISZT;301
400089932.0;-22.81204;-43.324284;72_202;285.0;FRANZ SCHUBERT;63
400100192.0;-22.810215;-43.320381;72_211;274.0;ANTONIO DE ALBUQUERQUE;100
400105824.0;-22.807398;-43.322163;72_210;197.0;DEBUSSY;384
400452874.0;-22.809759;-43.327477;72_204;394.0;MONS CASTELO BRANCO;326
400157544.0;-22.812295;-43.318031;72_212;26.0;LOURIVAL INACIO;86
400157146.0;-22.80998;-43.318298;72_212;277.0;ANTONIO LOPES;38
400388241.0;-22.813142;-43.318459;72_213;471.0;MAL ANTONIO SOUZA;702
400384604.0;-22.807268;-43.32313;72_208;247.0;MOZART;342
400415728.0;-22.809737;-43.319368;72_211;303.0;MAL ANTONIO SOUZA;755
400372646.0;-22.812735;-43.329163;72_203;59.0;SAO CIRO;108
400114161.0;-22.811378;-43.323366;72_202;334.0;RICHARD STRAUSS;161
400433979.0;-22.804569;-43.323735;72_209;369.0;MOZART;62
400157541.0;-22.812285;-43.317984;72_212;469.0;LOURIVAL INACIO;83
400338175.0;-22.806218;-43.323863;72_208;149.0;SEBASTIAN BACH;211
400093233.0;-22.80973;-43.325363;72_205;186.0;PEDRO DA VEIGA;122
400156666.0;-22.808903;-43.325108;72_205;18.0;PINTOR MARQUES JUNIOR;531
400101306.0;-22.816412;-43.317853;72_214;112.0;IRMA VOISIN;34
400150464.0;-22.814297;-43.322561;72_201;351.0;PLINIO BARRETO;132
400156721.0;-22.813523;-43.326321;72_203;333.0;JOAO DE PAULA FONSECA;445
400086817.0;-22.806284;-43.325335;72_208;299.0;BARAO DE STUDART;252
400117832.0;-22.802676;-43.32544;72_207;241.0;TALES DE CARVALHO;184
400360976.0;-22.807347;-43.327218;72_206;167.0;PROF COSTA RIBEIRO;510
400090535.0;-22.811296;-43.322063;72_211;109.0;MOZART;751
400387392.0;-22.80702;-43.320312;72_210;329.0;DEBUSSY;222
400458789.0;-22.814342;-43.322704;72_201;108.0;PLINIO BARRETO;141
400081385.0;-22.817857;-43.317671;72_214;476.0;CRISTIANO MACHADO;101
400158186.0;-22.810387;-43.318726;72_212;139.0;QUINCAS LARANJEIRAS;48
400108195.0;-22.80908;-43.322701;72_208;278.0;MOZART;522
400372785.0;-22.809968;-43.320559;72_211;234.0;ANTONIO DE ALBUQUERQUE;133
401672972.0;-22.811255;-43.329225;72_203;405.0;ORGANISTA ANTONIO SILVA;51
400145187.0;-22.810761;-43.327783;72_204;413.0;ATILIO PARIM;383
400428705.0;-22.807795;-43.328442;72_206;7.0;ALVARO DE MAGALHAES;135
401566830.0;-22.804736;-43.327986;72_206;252.0;RODOLFO CHAMBELLAND;731
400157120.0;-22.809171;-43.318485;72_212;262.0;ANTONIO LOPES;12
400101105.0;-22.80625;-43.327721;72_206;197.0;FIDIAS;101
400423566.0;-22.807732;-43.324795;72_208;382.0;OTAVIO MANGABEIRA;115
400157164.0;-22.810794;-43.31812;72_212;303.0;ANTONIO LOPES;56
402082450.0;-22.807465;-43.323085;94_0;0.0;DEBUSSY;61
400419921.0;-22.804469;-43.321832;72_209;174.0;ANTONIO DE ALBUQUERQUE;757
400157509.0;-22.810704;-43.318351;72_212;80.0;LOURIVAL INACIO;51
400152578.0;-22.812093;-43.3292;72_203;127.0;JOAO DE PAULA FONSECA;96
401954433.0;-22.810332;-43.320958;72_211;199.0;FRANZ LISZT;683
400152487.0;-22.807876;-43.32224;72_210;30.0;ROBERT SCHUMANN;401
400089152.0;-22.807685;-43.322286;72_210;33.0;ROBERT SCHUMANN;381
400155700.0;-22.804298;-43.322367;72_209;156.0;FRANZ LISZT;61
400212990.0;-22.810829;-43.32907;72_203;238.0;GENERAL OSCILIO MAIA;182
400464665.0;-22.811461;-43.320373;72_213;136.0;JORN GERALDO ROCHA;636
400091742.0;-22.804933;-43.324157;72_209;13.0;SEBASTIAN BACH;91
400140689.0;-22.807795;-43.326048;72_205;119.0;PINTOR MARQUES JUNIOR;372
400098474.0;-22.812319;-43.329696;72_203;79.0;SAO CIRO;67
400342123.0;-22.816783;-43.320408;72_201;201.0;GAL CORREA E CASTRO;108
400431378.0;-22.808909;-43.326279;72_206;90.0;PADRE PERONEILLE;691
400397471.0;-22.806296;-43.323354;72_208;229.0;MOZART;232
400543436.0;-22.806789;-43.321171;72_210;265.0;ANTONIO DE ALBUQUERQUE;494
401221280.0;-22.806167;-43.328489;72_206;400.0;IBIUNA;25
400095388.0;-22.805602;-43.323078;72_209;335.0;ATILIO VIVAQUA;161
400091171.0;-22.807372;-43.323582;72_208;132.0;SEBASTIAN BACH;341
401110737.0;-22.806994;-43.326632;72_206;275.0;PINTOR MARQUES JUNIOR;248
400379190.0;-22.810861;-43.32509;72_205;381.0;VIANA DO CASTELO;229
400098475.0;-22.805307;-43.32635;72_207;366.0;OTAVIO MANGABEIRA;418
400110423.0;-22.811856;-43.326023;72_205;317.0;ATILIO PARIM;608
400157525.0;-22.811205;-43.318237;72_212;63.0;LOURIVAL INACIO;67
400100231.0;-22.808197;-43.330052;72_204;157.0;MONS CASTELO BRANCO;45
400382817.0;-22.8076;-43.32475;72_208;344.0;OTAVIO MANGABEIRA;112
400089992.0;-22.81231;-43.324005;72_202;244.0;FRANZ SCHUBERT;102
400159625.0;-22.807756;-43.330286;72_204;319.0;RODOLFO CHAMBELLAND;390
400138763.0;-22.809846;-43.321289;72_211;163.0;FRANZ LISZT;622
400159363.0;-22.808105;-43.322925;72_208;257.0;MOZART;412
400150897.0;-22.807347;-43.327218;72_206;169.0;PROF COSTA RIBEIRO;520
400528433.0;-22.817478;-43.317007;72_214;63.0;MAL ANTONIO SOUZA;103
400309622.0;-22.813035;-43.319166;72_213;285.0;ARINOS;51
401693501.0;-22.814276;-43.321639;72_201;375.0;JORGE LACERDA;51
400157226.0;-22.813562;-43.31747;72_214;359.0;ANTONIO LOPES;118
400152775.0;-22.808124;-43.319747;72_210;410.0;MAL ANTONIO SOUZA;915
400382829.0;-22.811994;-43.324369;72_202;286.0;FRANZ SCHUBERT;53
400090641.0;-22.808849;-43.322007;72_210;14.0;ROBERT SCHUMANN;511
400117227.0;-22.814066;-43.322979;72_201;357.0;PLINIO BARRETO;182
400095617.0;-22.804743;-43.323696;72_209;373.0;MOZART;82
400107755.0;-22.810821;-43.321557;72_211;11.0;ROBERT SCHUMANN;711
400133804.0;-22.806842;-43.327438;72_206;375.0;FIDIAS;160
400091301.0;-22.815933;-43.318187;72_214;118.0;IRMA VOISIN;110
400415406.0;-22.811065;-43.327214;72_205;294.0;ATILIO PARIM;455
401966569.0;-22.817103;-43.319826;72_201;191.0;GAL CORREA E CASTRO;38
400099935.0;-22.807691;-43.32596;72_205;135.0;PINTOR MARQUES JUNIOR;373
400158166.0;-22.809769;-43.318876;72_212;160.0;QUINCAS LARANJEIRAS;28
400454570.0;-22.804197;-43.325371;72_207;47.0;MAL JOSE PESSOA;124
400157208.0;-22.81274;-43.317659;72_212;452.0;ANTONIO LOPES;100
400193649.0;-22.807054;-43.325272;72_208;371.0;OTAVIO MANGABEIRA;205
400107764.0;-22.809755;-43.32725;72_204;106.0;MONS CASTELO BRANCO;345
401732128.0;-22.815772;-43.318299;72_214;121.0;IRMA VOISIN;116
400102102.0;-22.806306;-43.320164;72_210;315.0;MAL ANTONIO SOUZA;1443
400147046.0;-22.813481;-43.32521;72_202;150.0;CARI LEVI;524
400005133.0;-22.806172;-43.328804;72_206;403.0;RODOLFO CHAMBELLAND;812
400091598.0;-22.804716;-43.323084;72_209;73.0;ROBERT SCHUMANN;96
400139949.0;-22.815561;-43.317945;72_214;205.0;MAL ANTONIO SOUZA;297
400051779.0;-22.808035;-43.319767;72_210;409.0;MAL ANTONIO SOUZA;925
400157200.0;-22.81249;-43.317718;72_212;460.0;ANTONIO LOPES;92
400156298.0;-22.808598;-43.320746;72_210;170.0;ANTONIO DE ALBUQUERQUE;286
403174992.0;-22.814947;-43.317417;72_214;256.0;LOURIVAL INACIO;162
400158212.0;-22.811386;-43.318508;72_212;103.0;QUINCAS LARANJEIRAS;74
400157253.0;-22.814317;-43.317249;72_214;333.0;VERTENTES;143
400250160.0;-22.809523;-43.325351;72_205;73.0;PEDRO DA VEIGA;121
400421447.0;-22.812073;-43.327749;72_203;206.0;ANTONIO DA SILVA;212
400117359.0;-22.809504;-43.325518;72_205;180.0;PEDRO DA VEIGA;130
401108765.0;-22.811275;-43.324465;72_202;387.0;MIN ARTUR COSTA;372
400158217.0;-22.811628;-43.3184;72_212;94.0;QUINCAS LARANJEIRAS;79
400390161.0;-22.805407;-43.324663;72_209;394.0;CONSTANTINO MENELAU;131
400157236.0;-22.81381;-43.317413;80_115;1.0;ANTONIO LOPES;126
400133160.0;-22.810528;-43.328431;72_204;451.0;ATILIO PARIM;316
400106613.0;-22.805786;-43.320163;72_210;464.0;MAL ANTONIO SOUZA;1462
403144988.0;-22.80331;-43.32691;72_207;264.0;MINISTRO ARTUR COSTA;1310
403112574.0;-22.812667;-43.326827;72_203;158.0;ANTONIO DA SILVA;154
402775177.0;-22.811368;-43.329915;72_202;373.0;JOAO DE PAULA FONSECA;25
400493412.0;-22.817014;-43.319988;72_201;194.0;GAL CORREA E CASTRO;58
400091454.0;-22.813096;-43.324963;72_202;96.0;PLINIO BARRETO;371
401732336.0;-22.810096;-43.328032;72_204;201.0;PADRE BOSS;302
403123592.0;-22.814281;-43.319057;72_213;336.0;EIVIND NEPOMUCENO;91
400114168.0;-22.804212;-43.32679;72_207;304.0;MAL JOSE PESSOA;55
402888733.0;-22.810178;-43.330881;72_83;55.0;RODOLFO CHAMBELLAND;104
403212312.0;-22.814093;-43.316273;72_214;328.0;FERNANDES DA CUNHA;1493
403170664.0;-22.8081;-43.324036;72_208;293.0;DO DIQUE;91
402761175.0;-22.818556;-43.319681;72_201;7.0;PRES DUTRA;200
403174502.0;-22.808825;-43.318732;72_212;255.0;GEORGES BIZET;418
402830016.0;-22.809102;-43.331005;72_204;308.0;RODOLFO CHAMBELLAND;169
400008890.0;-22.809616;-43.324048;72_202;4.0;MIN ARTUR COSTA;0
403148963.0;-22.818388;-43.318532;72_201;163.0;PROF FRANCA AMARAL;104
403144986.0;-22.804283;-43.326204;72_207;139.0;MINISTRO ARTUR COSTA;1150
403144989.0;-22.803127;-43.327417;72_207;275.0;MINISTRO ARTUR COSTA;1312
403133172.0;-22.80331;-43.32691;72_207;265.0;TALES DE CARVALHO;576
402768658.0;-22.809164;-43.323977;72_208;403.0;MIN ARTUR COSTA;504
402798803.0;-22.805933;-43.328668;72_204;318.0;RODOLFO CHAMBELLAND;381
403009637.0;-22.803141;-43.323428;72_207;169.0;PROJETADA DO DIQUE;10
402769027.0;-22.811758;-43.324807;72_205;267.0;MINISTRO ARTUR COSTA;302
400084506.0;-22.817058;-43.317207;72_214;55.0;MAL ANTONIO SOUZA;153
403009598.0;-22.80261;-43.327189;71_405;1.0;DO SOSSEGO;4
403220547.0;-22.809953;-43.320441;72_211;277.0;ANTONIO DE ALBUQUERQUE;130
403009890.0;-22.803071;-43.324239;72_207;116.0;TALES DE CARVALHO;85
403009725.0;-22.8023;-43.326046;72_207;267.0;PROJETADA DO DIQUE;35
403010863.0;-22.802458;-43.324012;71_405;1.0;PROJETADA DO DIQUE;46
403220565.0;-22.809193;-43.320524;72_211;222.0;GEORGES BIZET;298
403009699.0;-22.803138;-43.323559;72_207;168.0;PROJETADA DO DIQUE;0
