INDICE;LATITUDE;LONGITUDE;CODIGO_ROTA;SEQUENCIA;LOGRADOURO;NUMERO
400106981.0;-22.804927;-43.326079;72_207;330.0;MIN ARTUR COSTA;1143
400093255.0;-22.808345;-43.320806;72_210;173.0;ANTONIO DE ALBUQUERQUE;318
400106697.0;-22.808525;-43.322711;72_208;18.0;MOZART;461
403464132.0;-22.810974;-43.328583;72_203;225.0;GAL OSCILIO MAIA;25
400157140.0;-22.809793;-43.318341;72_212;273.0;ANTONIO LOPES;32
400102323.0;-22.811293;-43.318887;72_212;37.0;MAL ANTONIO SOUZA;912
400090273.0;-22.815529;-43.32043;72_201;270.0;PROF FRANCA AMARAL;486
400414616.0;-22.814268;-43.318193;72_213;454.0;MAL ANTONIO SOUZA;432
401613644.0;-22.806535;-43.325505;72_208;365.0;OTAVIO MANGABEIRA;272
402797469.0;-22.805771;-43.328576;84_405;223.0;RODOLFO CHAMBELLAND;237
403471872.0;-22.806029;-43.325923;72_207;352.0;OTAVIO MANGABEIRA;328
403220211.0;-22.811285;-43.317007;72_212;337.0;TEIXEIRA E SOUSA;58
402337355.0;-22.806572;-43.323777;72_208;145.0;SEBASTIAN BACH;251
400158251.0;-22.813471;-43.317969;72_213;407.0;QUINCAS LARANJEIRAS;113
400157207.0;-22.811665;-43.317851;72_212;453.0;ANTONIO LOPES;99
400525402.0;-22.817163;-43.319717;72_201;188.0;GAL CORREA E CASTRO;28
403464788.0;-22.813032;-43.317128;72_214;373.0;CORREIA DIAS;1413
401464315.0;-22.806559;-43.327504;72_206;189.0;FIDIAS;141
400424453.0;-22.807991;-43.325749;72_205;129.0;PINTOR MARQUES JUNIOR;411
400159294.0;-22.808779;-43.324219;72_208;400.0;MIN ARTUR COSTA;551
401103215.0;-22.808416;-43.325808;72_205;165.0;PADRE PERONEILLE;710
401105294.0;-22.814268;-43.318193;72_213;455.0;MAL ANTONIO SOUZA;432
402391565.0;-22.812387;-43.329791;72_203;57.0;SAO CIRO;48
400329925.0;-22.813806;-43.319124;72_213;358.0;GAL MAGALHAES BARATA;476
402556093.0;-22.803942;-43.322447;72_209;162.0;FRANZ LISZT;21
400157235.0;-22.811665;-43.317851;72_214;351.0;ANTONIO LOPES;125
401940927.0;-22.80584;-43.325974;72_207;354.0;OTAVIO MANGABEIRA;348
400101866.0;-22.80844;-43.329873;72_204;327.0;MONS CASTELO BRANCO;66
403221207.0;-22.806781;-43.320679;72_210;374.0;CHARLES GOUNOD;342
403221202.0;-22.805372;-43.321032;72_210;354.0;CHARLES GOUNOD;192
400136386.0;-22.808706;-43.326791;72_206;94.0;ALVARO DE MAGALHAES;305
403220562.0;-22.809237;-43.322551;72_208;8.0;MOZART;551
402768972.0;-22.812542;-43.323354;72_213;161.0;FRANZ SCHUBERT;173
401660473.0;-22.814025;-43.323054;72_201;358.0;JORN GERALDO ROCHA;186
402110800.0;-22.81174;-43.321761;72_211;103.0;JORN GERALDO ROCHA;385
402179090.0;-22.808415;-43.320297;72_210;153.0;CHARLES GOUNOD;502
401243260.0;-22.811071;-43.322115;72_211;115.0;MOZART;731
400100684.0;-22.810364;-43.319731;72_211;379.0;CHARLES GOUNOD;691
400086812.0;-22.805159;-43.326454;72_207;368.0;OTAVIO MANGABEIRA;434
400381568.0;-22.805503;-43.320283;72_210;469.0;MAL ANTONIO SOUZA;1498
402607059.0;-22.808301;-43.326634;72_206;299.0;GELABERT SIMAS;418
401246138.0;-22.812405;-43.323607;72_202;275.0;FRANZ SCHUBERT;143
403463271.0;-22.810974;-43.318532;72_212;117.0;QUINCAS LARANJEIRAS;62
402520121.0;-22.810177;-43.325572;72_205;404.0;VIANA DO CASTELO;139
400495464.0;-22.812044;-43.318894;72_213;50.0;MAL FELIPE SCHMIDT;229
402004697.0;-22.811896;-43.32017;72_213;81.0;CONS MEIRELLES;138
400043956.0;-22.811472;-43.317456;72_212;339.0;ALVARENGA PEIXOTO;536
402278579.0;-22.808343;-43.326559;72_206;302.0;GELABERT SIMAS;51
403223062.0;-22.804408;-43.321051;72_209;245.0;CHARLES GOUNOD;101
400385409.0;-22.805114;-43.324729;72_209;400.0;CONSTANTINO MENELAU;101
400145885.0;-22.808385;-43.327615;72_206;61.0;ALVARO DE MAGALHAES;204
400150247.0;-22.810995;-43.32538;72_205;369.0;MONS CASTELO BRANCO;546
401453471.0;-22.815009;-43.318495;72_214;191.0;JORN ANTONIO FREITAS;84
400396927.0;-22.809199;-43.329674;72_204;181.0;PADRE BOSS;96
400106783.0;-22.809885;-43.320578;72_211;233.0;ANTONIO DE ALBUQUERQUE;141
402312819.0;-22.811441;-43.326779;72_205;304.0;ATILIO PARIM;516
400104518.0;-22.807153;-43.328474;72_206;131.0;GELABERT SIMAS;79
401107436.0;-22.814028;-43.319661;72_213;349.0;GAL MAGALHAES BARATA;360
402082336.0;-22.808385;-43.327615;72_206;63.0;ALVARO DE MAGALHAES;204
400423561.0;-22.812586;-43.323272;72_202;271.0;FRANZ SCHUBERT;183
400157215.0;-22.813157;-43.317516;72_214;370.0;VERTENTES;107
402267721.0;-22.812553;-43.328083;72_203;351.0;JOAO DE PAULA FONSECA;199
402688235.0;-22.807819;-43.329593;72_204;18.0;PROF PIRES SALGADO;57
400382315.0;-22.812211;-43.327502;72_203;202.0;ANTONIO DA SILVA;182
400328762.0;-22.815788;-43.321028;72_201;250.0;CARI LEVI;72
400157527.0;-22.81127;-43.318222;72_212;61.0;LOURIVAL INACIO;69
402520942.0;-22.809791;-43.329093;72_204;352.0;PROF COSTA RIBEIRO;163
401731978.0;-22.811933;-43.320261;72_213;84.0;CONS MEIRELLES;148
400388340.0;-22.803722;-43.327394;72_207;292.0;OTAVIO MANGABEIRA;0
400137664.0;-22.805426;-43.324778;72_207;70.0;CONSTANTINO MENELAU;138
400005127.0;-22.813433;-43.325295;72_202;151.0;CARI LEVI;534
400261366.0;-22.804755;-43.324198;72_209;15.0;SEBASTIAN BACH;71
403220866.0;-22.813314;-43.317795;72_214;295.0;CORREA DIAS;1433
400421450.0;-22.808213;-43.319726;72_210;412.0;MAL ANTONIO SOUZA;895
400350671.0;-22.811536;-43.320552;72_213;132.0;JORN GERALDO ROCHA;610
400359616.0;-22.809572;-43.321836;72_211;28.0;GEORGES BIZET;122
400386415.0;-22.81028;-43.322841;72_211;46.0;CRISTIANO MACHADO;772
400019794.0;-22.808432;-43.327531;72_206;64.0;ALVARO DE MAGALHAES;214
403465164.0;-22.807347;-43.32371;72_211;286.0;SEBASTIAN BACH;332
403200698.0;-22.812278;-43.330541;72_203;90.0;PROF COSTA RIBEIRO;27
402723792.0;-22.805606;-43.326297;72_207;397.0;OTAVIO MANGABEIRA;399
401882708.0;-22.807872;-43.325994;72_205;121.0;PINTOR MARQUES JUNIOR;386
400476103.0;-22.816896;-43.319479;72_201;143.0;PROF FRANCA AMARAL;284
400139954.0;-22.808617;-43.325456;72_205;37.0;PINTOR MARQUES JUNIOR;492
400095745.0;-22.813102;-43.323485;72_202;21.0;JORGE LACERDA;220
403221198.0;-22.805527;-43.32341;72_209;341.0;MOZART;171
400469072.0;-22.80308;-43.323681;604_3;14.0;TALES DE CARVALHO;40
400123791.0;-22.808963;-43.327747;72_204;67.0;PROF PIRES SALGADO;260
400091463.0;-22.810314;-43.324117;72_202;356.0;RICHARD STRAUSS;21
400397987.0;-22.80677;-43.328208;72_206;158.0;IBIUNA;72
402061615.0;-22.806172;-43.328804;72_206;404.0;RODOLFO CHAMBELLAND;812
400157496.0;-22.810024;-43.31856;72_212;219.0;LOURIVAL INACIO;38
400157123.0;-22.809315;-43.318408;72_212;385.0;ANTONIO LOPES;15
400315625.0;-22.814158;-43.318219;72_213;459.0;MAL ANTONIO SOUZA;442
400431181.0;-22.80857;-43.327047;72_206;101.0;ALVARO DE MAGALHAES;275
400098088.0;-22.812064;-43.326835;72_203;271.0;GAL OSCILIO MAIA;131
400091100.0;-22.814529;-43.32214;72_201;343.0;PLINIO BARRETO;82
400136669.0;-22.805894;-43.322694;72_210;219.0;ROBERT SCHUMANN;201
401803230.0;-22.813758;-43.324708;72_202;140.0;CARI LEVI;474
402649890.0;-22.815884;-43.319062;72_214;444.0;CRISTIANO MACHADO;361
400103218.0;-22.808437;-43.326169;72_205;163.0;GELABERT SIMAS;355
403478878.0;-22.8104;-43.32046;72_211;271.0;ANTONIO DE ALBUQUERQUE;82
400105676.0;-22.812402;-43.327388;72_203;149.0;ANTONIO DA SILVA;161
401760993.0;-22.814367;-43.321473;72_201;378.0;JORGE LACERDA;31
400342134.0;-22.81545;-43.322843;72_201;33.0;GAL CORREA E CASTRO;368
402775167.0;-22.811974;-43.329125;72_203;362.0;JOAO DE PAULA FONSECA;115
401780364.0;-22.810633;-43.325251;72_205;387.0;VIANA DO CASTELO;199
400095896.0;-22.817887;-43.316681;72_214;73.0;MAL ANTONIO SOUZA;62
401510467.0;-22.807503;-43.328972;72_206;17.0;ALVARO DE MAGALHAES;75
402135568.0;-22.807971;-43.328331;72_206;52.0;ALVARO DE MAGALHAES;140
403222519.0;-22.803055;-43.327439;72_207;274.0;OTAVIO MANGABEIRA;1313
400109014.0;-22.81306;-43.319501;72_213;305.0;ARINOS;92
400268985.0;-22.80911;-43.329617;72_204;240.0;PADRE BOSS;121
402004969.0;-22.811896;-43.32017;72_213;82.0;CONS MEIRELLES;138
402614681.0;-22.809639;-43.323438;72_211;59.0;CRISTIANO MACHADO;1151
400090270.0;-22.809368;-43.319327;72_211;340.0;MAL ANTONIO SOUZA;1122
400145664.0;-22.80811;-43.326975;72_206;291.0;GELABERT SIMAS;101
400385708.0;-22.807108;-43.328556;72_206;132.0;GELABERT SIMAS;69
402064905.0;-22.813388;-43.320301;72_213;319.0;ARINOS;182
400473392.0;-22.806523;-43.324562;72_208;46.0;MIN ARTUR COSTA;802
400400116.0;-22.810557;-43.320303;72_211;266.0;ANTONIO DE ALBUQUERQUE;60
400502345.0;-22.811127;-43.32771;72_204;462.0;PADRE PERONEILLE;165
401840961.0;-22.808285;-43.327797;72_206;59.0;ALVARO DE MAGALHAES;184
400134192.0;-22.811461;-43.324135;72_202;380.0;FREDERIC CHOPIN;00000
400139718.0;-22.805082;-43.32351;72_209;352.0;MOZART;121
401774103.0;-22.804411;-43.320615;72_209;289.0;MAL ANTONIO SOUZA;1613
403465052.0;-22.807484;-43.322454;72_208;185.0;DEBUSSY;414
400382185.0;-22.810542;-43.319037;72_211;318.0;JORN GERALDO ROCHA;715
400392303.0;-22.810475;-43.322859;72_211;77.0;CRISTIANO MACHADO;1041
400329930.0;-22.81388;-43.319302;72_213;356.0;GAL MAGALHAES BARATA;456
402798747.0;-22.806029;-43.328723;82_150;420.0;RODOLFO CHAMBELLAND;807
402586171.0;-22.818029;-43.318682;72_201;179.0;PROF FRANCA AMARAL;136
400434037.0;-22.809141;-43.322064;72_208;121.0;ROBERT SCHUMANN;442
401603974.0;-22.809325;-43.318936;72_212;173.0;QUINCAS LARANJEIRAS;13
400137033.0;-22.80496;-43.322917;72_209;95.0;ROBERT SCHUMANN;121
400328889.0;-22.809417;-43.32169;72_211;144.0;GEORGES BIZET;112
401658037.0;-22.804766;-43.327889;72_206;237.0;RODOLFO CHAMBELLAND;728
403070027.0;-22.813632;-43.319307;72_213;488.0;GAL MAGALHAES BARATA;475
400157137.0;-22.809756;-43.318308;72_212;377.0;ANTONIO LOPES;29
400157589.0;-22.814108;-43.317614;72_214;305.0;LOURIVAL INACIO;136
403222698.0;-22.80619;-43.32601;72_207;404.0;OTAVIO MANGABEIRA;359
400157539.0;-22.811675;-43.318131;72_212;49.0;LOURIVAL INACIO;81
400364818.0;-22.816977;-43.317245;72_214;51.0;MAL ANTONIO SOUZA;161
400326596.0;-22.814482;-43.321266;72_201;383.0;JORGE LACERDA;231
400157165.0;-22.810774;-43.318075;72_212;359.0;ANTONIO LOPES;57
400154564.0;-22.807006;-43.32319;72_208;243.0;MOZART;312
403218380.0;-22.811245;-43.328088;72_203;217.0;GAL OSCILIO MAIA;0
400158165.0;-22.80976;-43.318838;72_212;161.0;QUINCAS LARANJEIRAS;27
401967121.0;-22.815617;-43.318406;72_214;125.0;IRMA VOISIN;136
400157529.0;-22.811331;-43.318209;61_0;0.0;LOURIVAL INACIO;71
400086808.0;-22.804117;-43.327179;72_207;307.0;OTAVIO MANGABEIRA;528
403222318.0;-22.811526;-43.31727;72_212;329.0;ALVARENGA PEIXOTO;543
401862800.0;-22.808293;-43.326422;72_205;158.0;GELABERT SIMAS;325
403463362.0;-22.81758;-43.31682;72_214;80.0;MAL ANTONIO SOUZA;102
401163267.0;-22.804232;-43.326901;72_207;305.0;MAL JOSE PESSOA;45
401464748.0;-22.803465;-43.325852;72_207;210.0;FLAVIO DA SILVEIRA;83
400420884.0;-22.807337;-43.329273;72_206;22.0;ALVARO DE MAGALHAES;35
400158275.0;-22.814211;-43.3178;72_213;393.0;QUINCAS LARANJEIRAS;137
400107748.0;-22.808254;-43.322266;72_208;107.0;ROBERT SCHUMANN;444
400153291.0;-22.806535;-43.329027;72_206;144.0;RODOLFO CHAMBELLAND;606
400157244.0;-22.814062;-43.317356;72_214;340.0;ANTONIO LOPES;134
400502887.0;-22.804982;-43.323024;72_209;77.0;ROBERT SCHUMANN;126
402389895.0;-22.807916;-43.325803;72_205;132.0;PINTOR MARQUES JUNIOR;403
400108945.0;-22.804506;-43.321084;72_209;243.0;CHARLES GOUNOD;111
400086764.0;-22.813258;-43.326869;72_203;336.0;JOAO DE PAULA FONSECA;0
400091428.0;-22.803644;-43.325812;72_207;144.0;FLAVIO DA SILVEIRA;72
401564098.0;-22.809959;-43.325207;72_205;189.0;PEDRO DA VEIGA;152
400113959.0;-22.816301;-43.317931;72_214;113.0;IRMA VOISIN;44
400139297.0;-22.811836;-43.323697;72_202;311.0;FREDERIC CHOPIN;112
403222696.0;-22.8155;-43.32138;72_201;313.0;CARI LEVI;102
400089794.0;-22.806074;-43.320841;72_210;363.0;CHARLES GOUNOD;262
400157231.0;-22.81362;-43.317409;72_214;355.0;VERTENTES;121
400433492.0;-22.81409;-43.321974;72_201;369.0;JORGE LACERDA;91
402475408.0;-22.807774;-43.329674;72_204;21.0;PROF PIRES SALGADO;47
400105266.0;-22.816953;-43.317645;72_214;45.0;ROSSINI;44
400097930.0;-22.804558;-43.321811;72_209;175.0;ANTONIO DE ALBUQUERQUE;745
400157492.0;-22.809909;-43.318587;72_212;222.0;LOURIVAL INACIO;34
400141767.0;-22.807475;-43.326272;72_205;109.0;PINTOR MARQUES JUNIOR;330
402440731.0;-22.805894;-43.322694;72_210;220.0;ROBERT SCHUMANN;201
401202343.0;-22.809367;-43.326989;72_204;78.0;PROF PIRES SALGADO;356
400458767.0;-22.810341;-43.328771;72_204;443.0;ATILIO PARIM;272
403463431.0;-22.81478;-43.319836;72_214;426.0;CRISTIANO MACHADO;521
402369281.0;-22.805632;-43.320821;72_210;348.0;CHARLES GOUNOD;201
400475623.0;-22.81378;-43.319659;72_213;492.0;GAL MAGALHAES BARATA;429
403218386.0;-22.811101;-43.328341;72_203;220.0;GAL OSCILIO MAIA;257
400158215.0;-22.811569;-43.318414;72_212;96.0;QUINCAS LARANJEIRAS;77
402059117.0;-22.81153;-43.323259;72_202;331.0;RICHARD STRAUSS;181
402761218.0;-22.817252;-43.319842;72_201;129.0;GAL CORREA E CASTRO;31
400089433.0;-22.816809;-43.319719;72_201;157.0;PROF FRANCA AMARAL;315
401839182.0;-22.810157;-43.327076;72_204;402.0;PADRE PERONEILLE;225
400432505.0;-22.806191;-43.321427;72_210;248.0;ANTONIO DE ALBUQUERQUE;561
403220713.0;-22.816155;-43.318714;72_214;176.0;CRISTIANO MACHADO;292
400149481.0;-22.817238;-43.322168;72_201;11.0;PRESIDENTE DUTRA;482
400091626.0;-22.808035;-43.324582;72_208;387.0;OTAVIO MANGABEIRA;75
403537153.0;-22.812431;-43.325721;72_202;1.0;MINISTRO ARTUR COSTA;195
400401930.0;-22.804175;-43.325256;72_207;48.0;MAL JOSE PESSOA;134
401807967.0;-22.810815;-43.327496;72_204;411.0;PADRE PERONEILLE;171
400118896.0;-22.812063;-43.323287;72_202;317.0;FREDERIC CHOPIN;162
400342119.0;-22.808385;-43.327615;72_206;62.0;ALVARO DE MAGALHAES;204
400106623.0;-22.810911;-43.327733;72_204;460.0;ATILIO PARIM;416
403220215.0;-22.811425;-43.317343;72_212;338.0;ALVARENGA PEIXOTO;534
400136585.0;-22.808057;-43.322197;72_210;26.0;ROBERT SCHUMANN;421
401952924.0;-22.810295;-43.319872;72_211;361.0;CHARLES GOUNOD;692
403469432.0;-22.806132;-43.32793;72_206;360.0;FIDIAS;52
401684015.0;-22.807528;-43.3267;72_205;102.0;BARAO DE STUDART;56
400157459.0;-22.808825;-43.318732;72_212;256.0;LOURIVAL INACIO;1
400086645.0;-22.806872;-43.329204;72_206;437.0;GELABERT SIMAS;8
400356562.0;-22.808245;-43.322152;72_210;24.0;ROBERT SCHUMANN;441
400153384.0;-22.810284;-43.329218;72_204;359.0;PROF COSTA RIBEIRO;35
400099694.0;-22.809632;-43.329847;72_204;293.0;ATILIO PARIM;125
400097963.0;-22.813609;-43.325806;72_202;218.0;MIN ARTUR COSTA;132
403463251.0;-22.812378;-43.318258;72_213;423.0;QUINCAS LARANJEIRAS;85
400090143.0;-22.809111;-43.319385;72_211;344.0;MAL ANTONIO SOUZA;1130
401228143.0;-22.806971;-43.32008;72_210;326.0;DEBUSSY;200
400154141.0;-22.807832;-43.328584;72_206;47.0;ALVARO DE MAGALHAES;100
400153869.0;-22.810482;-43.328515;72_204;449.0;ATILIO PARIM;306
400155663.0;-22.806153;-43.322135;72_210;69.0;FRANZ LISZT;238
403221108.0;-22.807429;-43.322492;72_208;187.0;DEBUSSY;414
403220605.0;-22.811224;-43.318019;72_212;313.0;ANTONIO LOPES;70
400356558.0;-22.805749;-43.322889;72_208;160.0;ROBERT SCHUMANN;192
400444882.0;-22.810121;-43.317756;72_212;294.0;GREGORIO DE MATOS;388
403150281.0;-22.809397;-43.326688;72_204;82.0;PROF PIRES SALGADO;377
400157555.0;-22.81272;-43.31788;72_212;12.0;LOURIVAL INACIO;97
400291894.0;-22.813729;-43.320569;72_213;324.0;CRISTIANO MACHADO;631
400423005.0;-22.803664;-43.326966;72_207;299.0;MIN ARTUR COSTA;1273
400412127.0;-22.814186;-43.316811;72_214;404.0;FERNANDES DA CUNHA;1550
400158183.0;-22.810322;-43.318711;72_212;140.0;QUINCAS LARANJEIRAS;45
400153280.0;-22.814982;-43.319698;72_214;429.0;CRISTIANO MACHADO;481
400086651.0;-22.807848;-43.327211;72_206;123.0;GELABERT SIMAS;207
400157461.0;-22.808973;-43.318752;72_212;239.0;LOURIVAL INACIO;3
402806929.0;-22.808349;-43.33072;80_108;275.0;RODOLFO CHAMBELLAND;195
402807084.0;-22.810959;-43.326238;72_205;224.0;PADRE BOSS;37
400423427.0;-22.803698;-43.323628;72_207;163.0;MAL JOSE PESSOA;172
400157229.0;-22.813556;-43.317424;61_0;0.0;VERTENTES;119
400096198.0;-22.812305;-43.321149;72_213;97.0;CONS MEIRELLES;248
400097581.0;-22.809108;-43.32564;72_205;80.0;PEDRO DA VEIGA;0
400142215.0;-22.816002;-43.318823;72_214;178.0;CRISTIANO MACHADO;312
400158211.0;-22.811436;-43.318444;72_212;101.0;QUINCAS LARANJEIRAS;73
400095894.0;-22.805601;-43.320323;72_210;302.0;MAL ANTONIO SOUZA;1523
401748255.0;-22.809254;-43.322661;72_208;282.0;MOZART;542
403526377.0;-22.812222;-43.327796;72_203;1.0;ORGANISTA ANTONIO SILVA;211
403222700.0;-22.805519;-43.324081;72_209;4.0;SEBASTIAN BACH;151
400106685.0;-22.808252;-43.326722;72_206;297.0;GELABERT SIMAS;71
400092235.0;-22.814408;-43.317332;72_214;406.0;VERTENTES;142
402453270.0;-22.811292;-43.327636;72_205;328.0;PADRE PERONEILLE;306
400396622.0;-22.80944;-43.322646;72_208;283.0;GEORGES BIZET;31
400119969.0;-22.806481;-43.328268;72_206;393.0;IBIUNA;61
400157160.0;-22.810667;-43.31815;72_212;300.0;ANTONIO LOPES;52
402592283.0;-22.810635;-43.326825;72_205;232.0;PADRE BOSS;401
400124650.0;-22.813055;-43.323571;72_202;22.0;JORGE LACERDA;230
403468874.0;-22.806;-43.328639;72_206;225.0;RODOLFO CHAMBELLAND;312
400091148.0;-22.810238;-43.320497;72_211;241.0;ANTONIO DE ALBUQUERQUE;103
403220225.0;-22.810256;-43.317759;72_212;289.0;GREGORIO DE MATOS;531
402813596.0;-22.808577;-43.330806;72_204;257.0;RODOLFO CHAMBELLAND;183
403222893.0;-22.80423;-43.32054;72_209;307.0;MARECHAL ANTONIO SOUSA;1633
403463217.0;-22.810926;-43.318644;72_212;47.0;QUINCAS LARANJEIRAS;58
400399824.0;-22.809221;-43.328498;72_204;383.0;PROF COSTA RIBEIRO;350
400117837.0;-22.806305;-43.323841;72_208;148.0;SEBASTIAN BACH;221
403457900.0;-22.812007;-43.320207;72_213;29.0;CONS MEIRELLES;139
403465021.0;-22.810254;-43.329945;72_203;6.0;GAL OSCILIO MAIA;129
403468609.0;-22.80614;-43.32268;72_210;216.0;ROBERT SCHUMANN;231
402815116.0;-22.808845;-43.330908;82_150;370.0;RODOLFO CHAMBELLAND;178
403222227.0;-22.80388;-43.32121;72_209;254.0;CHARLES GOUNOD;41
400118905.0;-22.805915;-43.323442;72_208;219.0;MOZART;192
400157145.0;-22.809996;-43.318254;72_212;373.0;ANTONIO LOPES;37
400086705.0;-22.809403;-43.330266;72_204;299.0;ATILIO PARIM;71
400090979.0;-22.80687;-43.320658;72_210;375.0;CHARLES GOUNOD;352
400509903.0;-22.810876;-43.328985;72_203;240.0;GENERAL OSCILIO MAIA;192
400098053.0;-22.809721;-43.319247;72_211;333.0;MAL ANTONIO SOUZA;1062
402309915.0;-22.811426;-43.325633;72_205;260.0;PADRE BOSS;45
400157182.0;-22.811348;-43.31799;72_212;315.0;ANTONIO LOPES;74
402805426.0;-22.807794;-43.330407;72_204;317.0;RODOLFO CHAMBELLAND;361
400506916.0;-22.810758;-43.328011;72_204;457.0;ATILIO PARIM;366
400378471.0;-22.805626;-43.323191;72_209;337.0;ATILIO VIVAQUA;151
400157132.0;-22.809542;-43.318399;61_0;0.0;ANTONIO LOPES;24
401476682.0;-22.806815;-43.329486;604_3;20.0;RODOLFO CHAMBELLAND;499
403221191.0;-22.803378;-43.327476;72_207;279.0;OTAVIO MANGABEIRA;631
400089763.0;-22.812927;-43.318902;72_213;290.0;ARINOS;21
400157521.0;-22.811072;-43.318267;72_212;67.0;LOURIVAL INACIO;63
403465110.0;-22.811583;-43.323921;72_202;376.0;FREDERIC CHOPIN;82
403069874.0;-22.810713;-43.327866;72_204;417.0;ATILIO PARIM;373
400140180.0;-22.803298;-43.325274;72_207;199.0;FLAVIO DA SILVEIRA;143
400397988.0;-22.812561;-43.327097;72_203;152.0;ANTONIO DA SILVA;331
403200555.0;-22.812394;-43.330556;71_405;99.0;PROF COSTA RIBEIRO;26
400091106.0;-22.809528;-43.322282;72_211;139.0;GEORGES BIZET;82
403218418.0;-22.805751;-43.328564;72_206;219.0;RODOLFO CHAMBELLAND;233
403459763.0;-22.812946;-43.324015;72_202;60.0;JORGE LACERDA;280
403221261.0;-22.811206;-43.329312;72_203;406.0;ORGANISTA ANTONIO SILVA;41
400479243.0;-22.805677;-43.322273;72_210;62.0;FRANZ LISZT;188
400089683.0;-22.813388;-43.320301;72_213;317.0;ARINOS;182
401828853.0;-22.80911;-43.329617;72_204;242.0;PADRE BOSS;121
400396595.0;-22.804627;-43.323104;72_209;72.0;ROBERT SCHUMANN;86
400457339.0;-22.809749;-43.325189;72_205;69.0;PEDRO DA VEIGA;151
402775879.0;-22.807316;-43.329911;82_150;380.0;RODOLFO CHAMBELLAND;432
400456196.0;-22.815357;-43.32301;72_201;38.0;GAL CORREA E CASTRO;388
402811668.0;-22.808473;-43.330767;80_108;275.0;RODOLFO CHAMBELLAND;187
400135228.0;-22.808782;-43.327851;72_204;99.0;PROF PIRES SALGADO;237
403470092.0;-22.805903;-43.32808;72_206;348.0;FIDIAS;22
400158255.0;-22.813592;-43.317941;72_213;405.0;QUINCAS LARANJEIRAS;117
401869582.0;-22.807696;-43.320342;72_210;132.0;CHARLES GOUNOD;411
402050231.0;-22.812721;-43.326804;72_203;161.0;ANTONIO DA SILVA;93
402805985.0;-22.808285;-43.330696;72_204;165.0;RODOLFO CHAMBELLAND;150
401207491.0;-22.806783;-43.328056;72_206;388.0;IBIUNA;101
400396687.0;-22.802762;-43.32402;604_3;1.0;TALES DE CARVALHO;38
400384605.0;-22.812268;-43.323861;72_202;279.0;FRANZ SCHUBERT;113
400116565.0;-22.811486;-43.319193;72_213;63.0;CONS MEIRELLES;28
400122865.0;-22.806989;-43.324248;72_208;36.0;MIN ARTUR COSTA;742
400090096.0;-22.816539;-43.317466;72_214;106.0;MAL ANTONIO SOUZA;191
400498217.0;-22.810689;-43.330417;604_3;27.0;RODOLFO CHAMBELLAND;376
403465024.0;-22.81401;-43.31826;72_213;464.0;MAL ANTONIO SOUZA;462
400118282.0;-22.812637;-43.329096;72_203;70.0;SAO CIRO;137
400157556.0;-22.81267;-43.317943;72_212;14.0;LOURIVAL INACIO;98
400142144.0;-22.80623;-43.327142;72_206;268.0;PINTOR MARQUES JUNIOR;162
400157462.0;-22.80898;-43.318803;72_212;241.0;LOURIVAL INACIO;4
403196589.0;-22.812516;-43.330614;88_405;1.0;PROF COSTA RIBEIRO;20
400503789.0;-22.810493;-43.321748;72_211;405.0;ROBERT SCHUMANN;572
400097950.0;-22.805647;-43.327394;72_206;329.0;PINTOR MARQUES JUNIOR;101
403184788.0;-22.816689;-43.320579;72_201;204.0;GAL CORREA E CASTRO;128
400091595.0;-22.805163;-43.322984;72_209;80.0;ROBERT SCHUMANN;142
402039561.0;-22.811848;-43.330189;72_203;104.0;PROF COSTA RIBEIRO;86
403547275.0;-22.805981;-43.328711;72_206;227.0;RODOLFO CHAMBELLAND;810
402472883.0;-22.803899;-43.32347;72_209;59.0;MAL JOSE PESSOA;254
400275802.0;-22.812676;-43.326887;72_203;157.0;ANTONIO DA SILVA;336
401592232.0;-22.810015;-43.319812;72_211;382.0;CHARLES GOUNOD;651
400393448.0;-22.807571;-43.330264;72_204;321.0;RODOLFO CHAMBELLAND;398
403220886.0;-22.808837;-43.318889;72_212;189.0;GEORGES BIZET;420
400423262.0;-22.808198;-43.326589;72_205;155.0;GELABERT SIMAS;305
400107753.0;-22.808077;-43.322307;72_208;105.0;ROBERT SCHUMANN;322
400329913.0;-22.815668;-43.321509;72_201;231.0;GAL MAGALHAES BARATA;140
403221205.0;-22.803744;-43.327501;72_207;285.0;OTAVIO MANGABEIRA;701
401221367.0;-22.813214;-43.319877;72_213;312.0;ARINOS;132
400135355.0;-22.806065;-43.325815;72_207;350.0;OTAVIO MANGABEIRA;318
400101076.0;-22.80678;-43.320679;72_210;373.0;CHARLES GOUNOD;342
403478493.0;-22.809198;-43.330899;72_204;308.0;RODOLFO CHAMBELLAND;169
402854066.0;-22.804692;-43.324825;72_209;409.0;CONSTANTINO MENELAU;51
400159737.0;-22.808011;-43.329486;72_204;40.0;PROF PIRES SALGADO;86
400385534.0;-22.808225;-43.321757;72_210;95.0;FRANZ LISZT;446
400158272.0;-22.813975;-43.317913;72_213;376.0;QUINCAS LARANJEIRAS;134
403220586.0;-22.811224;-43.318019;72_212;312.0;ANTONIO LOPES;70
402804878.0;-22.807412;-43.33013;84_150;1.0;RODOLFO CHAMBELLAND;395
400329926.0;-22.813659;-43.318769;72_213;362.0;GAL MAGALHAES BARATA;512
